#          time             L^2_Ham             L^2_Mom
   0.0000000000    3.9572474090e-06    3.8193045974e-06
   0.5000000000    1.2188818993e-06    3.7854055870e-06
   1.0000000000    1.0497087786e-06    3.7481249132e-06
   1.5000000000    9.0321931128e-07    3.7237086798e-06
   2.0000000000    7.7022982580e-07    3.7225517519e-06
   2.5000000000    6.5905642985e-07    3.7424829481e-06
   3.0000000000    5.9073151305e-07    3.7764074671e-06
   3.5000000000    5.5296611095e-07    3.8156961218e-06
   4.0000000000    5.3257970259e-07    3.8536666908e-06
   4.5000000000    5.1856681843e-07    3.8866835157e-06
   5.0000000000    5.0185413477e-07    3.9145485140e-06
   5.5000000000    4.8056013707e-07    3.9383344572e-06
   6.0000000000    4.5669052359e-07    3.9596288512e-06
   6.5000000000    4.3224724713e-07    3.9798781312e-06
   7.0000000000    4.0849130712e-07    4.0002304499e-06
   7.5000000000    3.8631245814e-07    4.0216765542e-06
   8.0000000000    3.6674867559e-07    4.0446275531e-06
   8.5000000000    3.4963823505e-07    4.0694249999e-06
   9.0000000000    3.3482940290e-07    4.0961680894e-06
   9.5000000000    3.2182263288e-07    4.1248407450e-06
  10.0000000000    3.1063219460e-07    4.1551577523e-06
  10.5000000000    3.0102176430e-07    4.1888289308e-06
  11.0000000000    2.9370590154e-07    4.2223690385e-06
  11.5000000000    2.8566624138e-07    4.2584975142e-06
  12.0000000000    2.7997581571e-07    4.2970432736e-06
  12.5000000000    2.7547776601e-07    4.3384556006e-06
  13.0000000000    2.7501250628e-07    4.3808602382e-06
  13.5000000000    2.7073947190e-07    4.4231415231e-06
  14.0000000000    2.7601004496e-07    4.4695091148e-06
  14.5000000000    2.7569020714e-07    4.5147543542e-06
  15.0000000000    2.7361579019e-07    4.5636091122e-06
  15.5000000000    2.7241274256e-07    4.6167113645e-06
  16.0000000000    2.7354612418e-07    4.6651849686e-06
  16.5000000000    2.8410728957e-07    4.7154732673e-06
  17.0000000000    3.0424210693e-07    4.7694680548e-06
  17.5000000000    3.0207522405e-07    4.8238688065e-06
  18.0000000000    2.9836295277e-07    4.8793533056e-06
  18.5000000000    2.9705413399e-07    4.9378635581e-06
  19.0000000000    2.9559897311e-07    4.9955885524e-06
  19.5000000000    2.9806595382e-07    5.0530181207e-06
  20.0000000000    3.0639810964e-07    5.1140668841e-06
  20.5000000000    2.8748583496e-07    5.1713219589e-06
  21.0000000000    2.8688577197e-07    5.2320833487e-06
  21.5000000000    2.9049178362e-07    5.2941057048e-06
  22.0000000000    2.9858746501e-07    5.3577761145e-06
