#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000   -5.5304217027e-30   -2.5975642528e-30
   0.2500000000   -7.6502023835e-30   -1.9998451455e-30
   0.5000000000   -3.0810700940e-30    4.2248901739e-30
   0.7500000000   -4.5875006067e-30    5.8298912502e-31
   1.0000000000   -2.3184460607e-30    2.9797394892e-30
   1.2500000000   -4.2209945811e-30   -2.5464860620e-30
   1.5000000000   -3.1717246497e-30   -4.6946554734e-30
   1.7500000000    2.5110017841e-30    2.8676926717e-30
   2.0000000000    3.1075384360e-30   -3.6165715606e-30
   2.2500000000    4.7686758718e-30    3.6442239116e-31
   2.5000000000    4.8524260759e-30    2.1407666311e-30
   2.7500000000    6.5077403994e-30   -1.9423096174e-30
   3.0000000000    4.7518056862e-31   -1.2333039493e-30
   3.2500000000    3.0304802454e-30    2.8603183007e-30
   3.5000000000    4.9407341571e-30   -4.7809839675e-30
   3.7500000000    4.7827156668e-30   -2.1932665471e-30
   4.0000000000    1.0186743147e-30   -1.8954872393e-30
   4.2500000000   -2.4667558371e-31    5.0584260262e-31
   4.5000000000    1.8069572646e-30   -1.2091190874e-30
   4.7500000000   -1.8692977980e-30   -1.5522146891e-30
   5.0000000000   -1.0118958362e-29   -8.0469224119e-31
   5.2500000000   -6.2044545452e-30   -3.3763810464e-30
   5.5000000000   -1.0124922742e-29    1.5873490422e-30
   5.7500000000   -8.1958358237e-30   -4.6841892545e-30
   6.0000000000   -7.2640847660e-30    2.4126689504e-30
   6.2500000000   -4.7063581989e-30   -5.8692330677e-30
   6.5000000000   -3.2508544913e-30    1.9635578623e-30
   6.7500000000    1.5838246847e-30   -4.4259505212e-30
   7.0000000000   -2.1622909795e-30   -4.7163612060e-30
   7.2500000000   -1.8852928429e-30   -1.9114027017e-30
   7.5000000000    6.2702528752e-31    2.4341615448e-30
   7.7500000000   -1.5637471022e-30    2.1164889017e-30
   8.0000000000    3.5471836796e-30   -3.0409443036e-30
   8.2500000000    5.0697816882e-30    3.8445277548e-30
   8.5000000000    9.3482013778e-30    1.9099719044e-30
   8.7500000000    1.3317193892e-29   -9.9925204935e-31
   9.0000000000    5.3347168354e-30   -6.6829616668e-30
   9.2500000000   -5.0896129440e-30    2.5897242027e-30
   9.5000000000   -2.7893217270e-29   -9.6391413463e-30
   9.7500000000   -1.5711493986e-29    3.9206921522e-29
  10.0000000000   -8.4806531179e-29   -1.7100717419e-29
  10.2500000000   -8.8659622682e-29   -3.4614313555e-31
  10.5000000000   -5.4171618587e-29    1.0079806384e-29
  10.7500000000    2.8778600462e-29   -8.1108596597e-30
  11.0000000000    6.3305840367e-29   -2.4068342632e-29
  11.2500000000    2.0558371835e-28    5.3412473684e-29
  11.5000000000    2.3425734763e-28   -1.0742596064e-28
  11.7500000000    3.6807770238e-28    1.4218245007e-28
  12.0000000000    4.1210012575e-28    1.4705004719e-28
  12.2500000000    3.1260701641e-28   -1.1146959545e-28
  12.5000000000    2.5867374984e-28   -1.9199694951e-28
  12.7500000000   -2.4634585540e-28    5.3297442920e-28
  13.0000000000   -8.1348203508e-28   -2.1993479829e-28
  13.2500000000   -1.4910158744e-27   -4.8679753921e-28
  13.5000000000   -1.6863022373e-27   -3.4718160694e-28
  13.7500000000   -1.1422997991e-27    2.0770090761e-29
  14.0000000000   -7.5451872391e-28   -3.3159738835e-28
  14.2500000000   -6.2127817517e-28   -3.3889290984e-28
  14.5000000000    7.2521432638e-28    1.1775480159e-27
  14.7500000000    1.5307041716e-27    7.2943283379e-29
  15.0000000000    1.5648979569e-27    1.6823836330e-27
  15.2500000000    2.3559488715e-27    7.3021830387e-28
  15.5000000000    6.5091352510e-28   -1.5678314339e-27
  15.7500000000    3.1345407985e-28    1.8047834677e-30
  16.0000000000    1.0536209241e-27   -2.3150527662e-28
  16.2500000000   -7.8454828320e-29   -5.4513093346e-28
  16.5000000000   -7.1872941692e-28   -3.2954640993e-29
  16.7500000000   -7.8159961780e-28   -1.3907778696e-28
  17.0000000000   -1.5092708582e-27   -7.3348595587e-28
  17.2500000000   -4.8414862944e-28   -2.0733657617e-29
  17.5000000000   -2.5792885443e-28   -1.6056807137e-28
  17.7500000000    1.6265076914e-27   -2.0748610911e-27
  18.0000000000    1.6853702557e-27    3.8437649194e-28
  18.2500000000    3.7547498916e-27    3.3329270040e-27
  18.5000000000    1.1104333268e-27    3.8778870332e-27
  18.7500000000    3.7378946772e-27    2.5229349659e-27
  19.0000000000    1.4807361778e-27   -7.5093566026e-28
  19.2500000000   -1.4481922582e-27    3.5833548923e-27
  19.5000000000   -4.8405768356e-27   -5.5291888237e-27
  19.7500000000   -2.3725743992e-26   -1.7994246051e-26
  20.0000000000   -2.3567390720e-26   -1.9286251242e-26
  20.2500000000   -6.5511742659e-26   -1.5638372674e-26
  20.5000000000   -6.8687360350e-26   -1.9384734443e-26
  20.7500000000   -6.9062854981e-26    5.0314332751e-27
  21.0000000000   -1.3527504058e-25   -1.3027334621e-25
  21.2500000000   -1.1083249817e-25    1.2636242600e-26
  21.5000000000   -9.7223292316e-26    6.4867359941e-27
  21.7500000000   -1.8863736434e-25   -5.8375217989e-26
  22.0000000000   -9.5528943117e-26    5.6340855870e-27
  22.2500000000   -1.3649452058e-25   -4.8888706329e-26
  22.5000000000   -7.7423256175e-26   -4.6217738411e-26
  22.7500000000   -8.4073895516e-26    3.2617501766e-26
  23.0000000000    1.6137753180e-26   -1.1939125917e-26
  23.2500000000   -8.1721478512e-27    8.7902584123e-26
  23.5000000000   -2.0074318342e-26   -2.6213901076e-26
  23.7500000000   -4.8189503451e-26   -6.4516431147e-26
  24.0000000000    1.9090414409e-26   -6.2864023278e-28
  24.2500000000    4.3611931662e-26   -4.8862434367e-26
  24.5000000000   -4.8293825618e-26   -8.9774755681e-27
  24.7500000000   -5.2864521072e-26   -5.6712929071e-26
  25.0000000000   -9.7041965890e-26   -4.5680524450e-26
  25.2500000000   -3.2316982186e-26   -4.7329335880e-26
  25.5000000000   -2.9458177630e-26   -4.4156756829e-26
  25.7500000000   -5.4222575992e-26    8.3738319914e-27
  26.0000000000   -3.4377369162e-26   -5.4910244948e-26
  26.2500000000   -4.1309920380e-26    5.4634503413e-26
  26.5000000000   -5.2602393192e-26   -6.3401870780e-27
  26.7500000000   -7.3370359311e-26   -1.0168809343e-28
  27.0000000000   -5.8733729349e-26    6.5185872477e-26
  27.2500000000   -7.0431975067e-26    5.9040911957e-26
  27.5000000000   -2.1026065679e-26    3.4970046255e-26
