#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000    2.5471093957e-22   -4.9965271561e-22
   0.2500000000    2.4354597474e-22   -4.8599811042e-22
   0.5000000000    2.2761298729e-22   -4.9543575369e-22
   0.7500000000    2.5799861421e-22   -4.8135725216e-22
   1.0000000000    2.5562911085e-22   -4.9177497528e-22
   1.2500000000    2.3418896989e-22   -4.5016378668e-22
   1.5000000000    2.3808223529e-22   -4.6218540956e-22
   1.7500000000    2.4734808873e-22   -5.0842665780e-22
   2.0000000000    2.3333219384e-22   -5.5140440482e-22
   2.2500000000    2.2723459054e-22   -5.0531924108e-22
   2.5000000000    2.0645898599e-22   -4.7997777390e-22
   2.7500000000    2.0270653039e-22   -4.7926027093e-22
   3.0000000000    2.2952872489e-22   -4.7150255472e-22
   3.2500000000    2.3972359457e-22   -4.6498209596e-22
   3.5000000000    2.3059648031e-22   -4.3478424423e-22
   3.7500000000    2.5611230647e-22   -4.7060761685e-22
   4.0000000000    2.3087095752e-22   -4.6045248510e-22
   4.2500000000    2.2891477910e-22   -4.8295936025e-22
   4.5000000000    2.1959566481e-22   -5.2610769866e-22
   4.7500000000    2.4328093948e-22   -4.7027978599e-22
   5.0000000000    2.3940831590e-22   -4.7932691938e-22
   5.2500000000    2.5822333106e-22   -4.1498309642e-22
   5.5000000000    2.0443910639e-22   -4.9972736209e-22
   5.7500000000    2.3062997704e-22   -4.7753542277e-22
   6.0000000000    2.3556243689e-22   -5.0563427006e-22
   6.2500000000    2.4752480143e-22   -4.4977278725e-22
   6.5000000000    2.3350154397e-22   -4.4729462527e-22
   6.7500000000    2.4618082427e-22   -4.7660143777e-22
   7.0000000000    2.3272769483e-22   -5.0053443271e-22
   7.2500000000    2.3050932302e-22   -4.4635627557e-22
   7.5000000000    2.4114912122e-22   -4.5206603825e-22
   7.7500000000    2.2734085996e-22   -4.9373966692e-22
   8.0000000000    2.1768906582e-22   -4.2143809328e-22
   8.2500000000    2.2437407767e-22   -4.1500863116e-22
   8.5000000000    2.2632879557e-22   -4.5321480768e-22
   8.7500000000    2.1474091922e-22   -4.6241480555e-22
   9.0000000000    2.0105661966e-22   -4.8106816884e-22
   9.2500000000    2.1441130080e-22   -4.1607690689e-22
   9.5000000000    2.1343614504e-22   -4.6751944628e-22
   9.7500000000    2.3594533895e-22   -4.7283896653e-22
  10.0000000000    2.1582506616e-22   -4.7140161640e-22
  10.2500000000    2.1759298161e-22   -4.5627305599e-22
  10.5000000000    2.1845668157e-22   -4.4336928046e-22
  10.7500000000    2.3536583094e-22   -4.6037169712e-22
  11.0000000000    2.3194196162e-22   -5.0154508695e-22
  11.2500000000    2.0675675585e-22   -4.2369036649e-22
