#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000    1.0053961642e-22   -1.9095511529e-23
   0.2500000000    1.2618773281e-22    4.0034889104e-24
   0.5000000000    1.8070504113e-22   -2.1336748389e-23
   0.7500000000    1.0987324610e-22    1.2234990623e-22
   1.0000000000    1.2646388241e-22   -9.1692125617e-23
   1.2500000000    1.0362109263e-22   -7.4076309961e-23
   1.5000000000    6.6984998397e-23   -1.0962943659e-22
   1.7500000000    1.2313083181e-22   -2.2428727636e-23
   2.0000000000    1.0127466897e-22   -1.7356046186e-23
   2.2500000000    8.9552700882e-23   -5.7850233390e-23
   2.5000000000    1.0477266548e-22   -1.1805712717e-23
   2.7500000000    6.8467650017e-23    1.4445642935e-23
   3.0000000000    8.8567624519e-23   -4.2686878417e-23
   3.2500000000    2.8871932200e-23    6.2458339031e-23
   3.5000000000    6.7172006564e-23   -1.0459813793e-22
   3.7500000000    6.5258207274e-23   -4.5340494067e-23
   4.0000000000    5.2746323513e-23    4.5859052494e-25
   4.2500000000    1.0956637672e-22   -8.5511382982e-23
   4.5000000000    1.5038803404e-22    7.1111829160e-23
   4.7500000000    1.3175799899e-22   -8.2734741440e-23
   5.0000000000    8.9505187450e-23   -4.0589190592e-23
   5.2500000000    6.7436687030e-23   -5.2768922610e-24
   5.5000000000    8.8617558217e-23    1.2090559963e-23
   5.7500000000    1.0613253786e-22   -8.1037201637e-23
   6.0000000000    1.2160909800e-22   -4.6075518277e-23
   6.2500000000    1.0571209934e-22    1.1538278462e-23
   6.5000000000    8.6452277202e-23   -3.5524849774e-23
   6.7500000000    7.3009716381e-23   -4.4254154381e-23
   7.0000000000    1.4347782381e-22   -8.9895380934e-23
   7.2500000000    8.8722940886e-23   -1.0736821497e-23
   7.5000000000    9.3485076553e-23    4.1257520791e-23
   7.7500000000    7.9256855343e-23   -4.0846460572e-23
   8.0000000000    8.2021390616e-23   -1.0128678077e-24
   8.2500000000    6.3513414128e-23   -9.0354548487e-23
   8.5000000000    8.4037752012e-23    1.6709943213e-23
   8.7500000000    4.9423665193e-23    1.5216203319e-23
   9.0000000000    6.2518777971e-23   -4.2643041130e-23
   9.2500000000    9.5972917047e-23   -9.6153575028e-24
   9.5000000000    5.8355293290e-23   -9.4225001671e-23
   9.7500000000    7.7040686233e-23   -6.9562344690e-23
  10.0000000000    9.0401818959e-23   -1.5477778632e-22
  10.2500000000    5.2473825477e-23   -1.2975391746e-23
  10.5000000000    1.0461910950e-22   -4.9461109874e-23
  10.7500000000    1.0250251480e-22   -7.3982714724e-23
  11.0000000000    1.2022068337e-22   -2.0747763149e-23
  11.2500000000    9.0231545581e-23   -1.7973715356e-23
  11.5000000000    1.0598718509e-22   -4.6017889974e-24
