#          time             L^2_Ham             L^2_Mom
   0.0000000000    2.6228559195e-07    0.0000000000e+00
   0.5000000000    1.2305630133e-07    4.9067834536e-08
   1.0000000000    1.0545559105e-07    4.3594209742e-08
   1.5000000000    8.8947558392e-08    3.9504963815e-08
   2.0000000000    7.8545063901e-08    3.6047244374e-08
   2.5000000000    6.9419731165e-08    3.2401720722e-08
   3.0000000000    6.2284844748e-08    3.0639066883e-08
   3.5000000000    5.5369425939e-08    2.9718972225e-08
   4.0000000000    5.3664241066e-08    2.7180713601e-08
   4.5000000000    4.8998749830e-08    2.5827531996e-08
   5.0000000000    4.4706690955e-08    2.6132243384e-08
   5.5000000000    4.1693686808e-08    2.4515596219e-08
   6.0000000000    3.9556762682e-08    2.3769842229e-08
   6.5000000000    3.7683475597e-08    2.3222746296e-08
   7.0000000000    3.6027178076e-08    2.2646600687e-08
   7.5000000000    3.4368378107e-08    2.2053215547e-08
   8.0000000000    3.2453548869e-08    2.1941984960e-08
   8.5000000000    3.0918745767e-08    2.1399245504e-08
   9.0000000000    2.9372151012e-08    2.1082339195e-08
   9.5000000000    2.8128305482e-08    2.0712638124e-08
  10.0000000000    2.6713823139e-08    2.0532432585e-08
  10.5000000000    2.5596721660e-08    2.0221390828e-08
  11.0000000000    2.4530980157e-08    2.0019456748e-08
  11.5000000000    2.3496683124e-08    1.9816150554e-08
  12.0000000000    2.2577780358e-08    1.9604668792e-08
  12.5000000000    2.1726065279e-08    1.9408304258e-08
  13.0000000000    2.0922729049e-08    1.9214960784e-08
  13.5000000000    2.0193827038e-08    1.9051237173e-08
  14.0000000000    1.9536682406e-08    1.8899022930e-08
  14.5000000000    1.8937799068e-08    1.8784322278e-08
  15.0000000000    1.8400954184e-08    1.8669296035e-08
  15.5000000000    1.7888347907e-08    1.8596304329e-08
  16.0000000000    1.7460831342e-08    1.8534723163e-08
  16.5000000000    1.7106947665e-08    1.8512064980e-08
  17.0000000000    1.6794833580e-08    1.8502465690e-08
  17.5000000000    1.6512436865e-08    1.8515649598e-08
  18.0000000000    1.6313829034e-08    1.8571488696e-08
  18.5000000000    1.6202048512e-08    1.8683843919e-08
  19.0000000000    1.6198833058e-08    1.8875478722e-08
  19.5000000000    1.6418120186e-08    1.9230029632e-08
  20.0000000000    1.8882630081e-08    2.0262826379e-08
  20.5000000000    2.0595174008e-08    2.2280635432e-08
  21.0000000000    2.2071961688e-08    2.3146016815e-08
  21.5000000000    1.7751774261e-08    2.3172573966e-08
  22.0000000000    1.7113351986e-08    2.1468419870e-08
  22.5000000000    1.7979372880e-08    2.2531964452e-08
  23.0000000000    2.1957998557e-08    2.6156275386e-08
  23.5000000000    3.3520227590e-08    3.5535674285e-08
  24.0000000000    3.6851362928e-08    3.9896546734e-08
  24.5000000000    3.6449573594e-08    4.1201192782e-08
  25.0000000000    2.2049820343e-08    2.8688628258e-08
  25.5000000000    1.7797215556e-08    2.3265804935e-08
  26.0000000000    1.7233577533e-08    2.2055168166e-08
  26.5000000000    1.7945512765e-08    2.2610786675e-08
  27.0000000000    2.0259334194e-08    2.5475796011e-08
  27.5000000000    2.9074918092e-08    3.1854850722e-08
  28.0000000000    3.5922156674e-08    3.5719797165e-08
  28.5000000000    3.7834017235e-08    3.7158368884e-08
  29.0000000000    3.6120064111e-08    3.0735373051e-08
  29.5000000000    1.9495104130e-08    2.5523252158e-08
  30.0000000000    1.5883943060e-08    1.9819217232e-08
  30.5000000000    1.4421633645e-08    1.7765640182e-08
  31.0000000000    1.3479002388e-08    1.7081769539e-08
  31.5000000000    1.3435510951e-08    1.6534617019e-08
  32.0000000000    1.3604343641e-08    1.6505408362e-08
  32.5000000000    1.3942655272e-08    1.6965996034e-08
  33.0000000000    1.5210854231e-08    1.7937723422e-08
  33.5000000000    1.7962678228e-08    2.0226975398e-08
  34.0000000000    2.2260079518e-08    2.2474773917e-08
  34.5000000000    2.5650722312e-08    2.3220294562e-08
  35.0000000000    2.5833028171e-08    2.3484046620e-08
  35.5000000000    2.0204634150e-08    2.2969041795e-08
  36.0000000000    1.5679646571e-08    1.9086772415e-08
  36.5000000000    1.3731242834e-08    1.5128666564e-08
  37.0000000000    1.1921115808e-08    1.3118658899e-08
  37.5000000000    1.0476756751e-08    1.2119086660e-08
  38.0000000000    9.7479915971e-09    1.1340499794e-08
  38.5000000000    9.4063506029e-09    1.0841477061e-08
  39.0000000000    9.5062283993e-09    1.0519347775e-08
  39.5000000000    1.0052219934e-08    1.0228196331e-08
  40.0000000000    1.0695868338e-08    1.0434528297e-08
  40.5000000000    1.0909521827e-08    1.0325860650e-08
  41.0000000000    1.0524959697e-08    1.0806277573e-08
  41.5000000000    1.1349161456e-08    1.0877642560e-08
  42.0000000000    1.1608854018e-08    1.2275375616e-08
  42.5000000000    1.4321556648e-08    1.1898367140e-08
  43.0000000000    1.3873245656e-08    1.3018779564e-08
  43.5000000000    1.4655623218e-08    1.2724688510e-08
  44.0000000000    1.4588249769e-08    1.1578477857e-08
  44.5000000000    1.1931681503e-08    1.2014276245e-08
  45.0000000000    1.2282958377e-08    9.3884458991e-09
  45.5000000000    8.7274718524e-09    9.7519728300e-09
  46.0000000000    8.4970315581e-09    7.9608936560e-09
  46.5000000000    6.9401404744e-09    7.5202380089e-09
  47.0000000000    6.5913605751e-09    6.8156380237e-09
  47.5000000000    6.5462792594e-09    6.4089819067e-09
  48.0000000000    6.7867657651e-09    6.0304173667e-09
  48.5000000000    7.3847915666e-09    5.7149496091e-09
  49.0000000000    8.2132212490e-09    5.5010796416e-09
  49.5000000000    8.0331327552e-09    5.1908852144e-09
  50.0000000000    7.1437200505e-09    5.0362842641e-09
  50.5000000000    6.4148453336e-09    4.8181954679e-09
  51.0000000000    5.9205194777e-09    4.6666178678e-09
  51.5000000000    5.5293005788e-09    4.5037000074e-09
  52.0000000000    5.1741809097e-09    4.3959869909e-09
  52.5000000000    4.8616758622e-09    4.2320882098e-09
  53.0000000000    4.2996051747e-09    4.0801427165e-09
  53.5000000000    4.1795169177e-09    3.8150816855e-09
  54.0000000000    4.2384435170e-09    3.6621411940e-09
  54.5000000000    4.6791105029e-09    3.5224471575e-09
  55.0000000000    4.5419862454e-09    3.4348135718e-09
  55.5000000000    4.4680326983e-09    3.3544962185e-09
  56.0000000000    4.8916036046e-09    3.3066549615e-09
  56.5000000000    4.2989454015e-09    3.1927231838e-09
  57.0000000000    4.1040481411e-09    3.1075105617e-09
  57.5000000000    3.9088736197e-09    3.1039983692e-09
  58.0000000000    3.7120990298e-09    3.1712641449e-09
  58.5000000000    3.5828749505e-09    2.9972064236e-09
  59.0000000000    3.8110007690e-09    2.9433709629e-09
  59.5000000000    4.2655369715e-09    2.8689607864e-09
  60.0000000000    4.5112937078e-09    2.8399580931e-09
  60.5000000000    5.4854586179e-09    2.7644809935e-09
  61.0000000000    5.8278347360e-09    2.9330256022e-09
  61.5000000000    5.8045948192e-09    2.8233914832e-09
  62.0000000000    6.6191607166e-09    2.6347313686e-09
  62.5000000000    5.3004164156e-09    2.5399757288e-09
  63.0000000000    5.5477633340e-09    2.4252700882e-09
