#          time             L^2_Ham             L^2_Mom
   0.0000000000    2.4279524160e-06    3.0335998285e-06
   0.5000000000    6.0966765189e-07    2.9782087288e-06
   1.0000000000    4.9079948097e-07    2.9118910970e-06
   1.5000000000    3.9859741127e-07    2.8661702802e-06
   2.0000000000    3.3625682084e-07    2.8569381007e-06
   2.5000000000    3.0475669791e-07    2.8719199225e-06
   3.0000000000    2.8742135069e-07    2.8963099116e-06
   3.5000000000    2.7422284455e-07    2.9202444799e-06
   4.0000000000    2.6270345357e-07    2.9404835695e-06
   4.5000000000    2.4739044789e-07    2.9574827494e-06
   5.0000000000    2.3173540155e-07    2.9725228813e-06
   5.5000000000    2.1785431689e-07    2.9867463739e-06
   6.0000000000    2.0563654615e-07    3.0011530838e-06
   6.5000000000    1.9470496984e-07    3.0170884466e-06
   7.0000000000    1.8516124692e-07    3.0326020777e-06
   7.5000000000    1.7689014421e-07    3.0501934834e-06
   8.0000000000    1.6927666625e-07    3.0693306882e-06
   8.5000000000    1.6311732352e-07    3.0898209652e-06
   9.0000000000    1.5767021186e-07    3.1122192907e-06
   9.5000000000    1.5339582970e-07    3.1352680669e-06
  10.0000000000    1.4960749160e-07    3.1599310227e-06
  10.5000000000    1.4746125044e-07    3.1859988761e-06
  11.0000000000    1.4476205792e-07    3.2132755239e-06
  11.5000000000    1.4555002369e-07    3.2420128305e-06
  12.0000000000    1.4306130606e-07    3.2727742281e-06
  12.5000000000    1.4315878414e-07    3.3062281662e-06
  13.0000000000    1.4553779269e-07    3.3360425648e-06
  13.5000000000    1.5929371153e-07    3.3692848021e-06
  14.0000000000    1.6034912941e-07    3.4040023425e-06
  14.5000000000    1.6577242970e-07    3.4399956523e-06
  15.0000000000    2.0677774936e-07    3.4771941325e-06
  15.5000000000    2.2869217125e-07    3.5159415601e-06
  16.0000000000    2.1379636620e-07    3.5536116610e-06
  16.5000000000    2.1583066845e-07    3.5950174531e-06
  17.0000000000    1.5769647864e-07    3.6336992913e-06
  17.5000000000    1.5383239675e-07    3.6715000155e-06
  18.0000000000    1.5509386392e-07    3.7120873341e-06
  18.5000000000    1.5919927029e-07    3.7548526381e-06
  19.0000000000    1.6918236109e-07    3.7975651141e-06
  19.5000000000    1.8958760279e-07    3.8473316764e-06
  20.0000000000    1.9354571235e-07    3.8872532138e-06
  20.5000000000    1.9577121383e-07    3.9305257819e-06
  21.0000000000    1.8180551935e-07    3.9755265819e-06
  21.5000000000    1.7782946933e-07    4.0221110517e-06
  22.0000000000    1.7162563913e-07    4.0668097763e-06
  22.5000000000    1.7206520089e-07    4.1156631237e-06
  23.0000000000    1.7588508363e-07    4.1644980314e-06
  23.5000000000    1.8052469808e-07    4.2090552035e-06
  24.0000000000    1.9565055416e-07    4.2562335081e-06
  24.5000000000    2.2113782970e-07    4.3055660660e-06
  25.0000000000    2.4460205777e-07    4.3531732782e-06
  25.5000000000    2.8389135652e-07    4.4021801658e-06
  26.0000000000    3.1114242015e-07    4.4518736384e-06
  26.5000000000    3.4100219506e-07    4.5014625406e-06
  27.0000000000    3.5883543617e-07    4.5601608785e-06
  27.5000000000    3.7050008697e-07    4.6020589541e-06
  28.0000000000    3.8024689328e-07    4.6517662515e-06
  28.5000000000    3.8528663765e-07    4.7164118711e-06
  29.0000000000    3.8580425600e-07    4.7609108953e-06
  29.5000000000    3.8637958812e-07    4.8070409627e-06
  30.0000000000    3.8318037716e-07    4.8566035989e-06
  30.5000000000    3.7916557765e-07    4.9061639140e-06
  31.0000000000    3.7350370463e-07    4.9568770909e-06
  31.5000000000    3.6715483793e-07    5.0076564548e-06
  32.0000000000    3.6019358431e-07    5.0625510909e-06
  32.5000000000    3.5297713572e-07    5.1102699969e-06
  33.0000000000    3.4632756352e-07    5.1682252353e-06
  33.5000000000    3.4046356762e-07    5.2146244111e-06
  34.0000000000    3.3464469252e-07    5.2838377817e-06
  34.5000000000    3.2925999841e-07    5.3177854190e-06
  35.0000000000    3.2595546781e-07    5.3656610966e-06
  35.5000000000    3.2433565979e-07    5.4171906283e-06
  36.0000000000    3.1945804527e-07    5.4686733214e-06
  36.5000000000    3.1433022801e-07    5.5196212157e-06
  37.0000000000    3.1314834586e-07    5.5705687989e-06
  37.5000000000    3.1362903171e-07    5.6351972940e-06
  38.0000000000    3.1163402077e-07    5.6738445864e-06
  38.5000000000    3.1109454847e-07    5.7490638035e-06
  39.0000000000    3.0958268653e-07    5.7838808657e-06
  39.5000000000    3.1015645727e-07    5.8261691644e-06
  40.0000000000    3.1000470607e-07    5.8755902711e-06
  40.5000000000    3.1075931233e-07    5.9256849058e-06
  41.0000000000    3.1099706581e-07    5.9773848368e-06
  41.5000000000    3.1136079297e-07    6.0274364288e-06
  42.0000000000    3.1182990062e-07    6.0775707179e-06
  42.5000000000    3.1249186672e-07    6.1440894548e-06
  43.0000000000    3.1295528109e-07    6.1828794804e-06
  43.5000000000    3.1366315346e-07    6.2614583380e-06
  44.0000000000    3.1482533445e-07    6.2882033134e-06
  44.5000000000    3.1602807678e-07    6.3261308033e-06
  45.0000000000    3.1579757274e-07    6.3750646752e-06
  45.5000000000    3.1572189929e-07    6.4255009271e-06
  46.0000000000    3.1781101263e-07    6.4746991852e-06
  46.5000000000    3.1936963133e-07    6.5240389143e-06
  47.0000000000    3.1917908518e-07    6.5732007877e-06
  47.5000000000    3.2002301872e-07    6.6217170621e-06
  48.0000000000    3.2032098542e-07    6.6937639392e-06
  48.5000000000    3.2257904311e-07    6.7309474037e-06
  49.0000000000    3.2340023818e-07    6.7681910946e-06
  49.5000000000    3.2532797421e-07    6.8149158816e-06
  50.0000000000    3.2516461663e-07    6.8611087400e-06
  50.5000000000    3.2753658069e-07    6.9093529831e-06
  51.0000000000    3.2817537738e-07    6.9557037608e-06
  51.5000000000    3.2953428341e-07    7.0038755979e-06
  52.0000000000    3.3077477226e-07    7.0510259269e-06
  52.5000000000    3.3243592112e-07    7.0979507236e-06
  53.0000000000    3.3379970256e-07    7.1989172693e-06
  53.5000000000    3.3562677093e-07    7.2174767340e-06
  54.0000000000    3.3650742819e-07    7.2370487705e-06
  54.5000000000    3.3801394443e-07    7.2780688979e-06
  55.0000000000    3.3918297308e-07    7.3231140746e-06
  55.5000000000    3.4076981069e-07    7.3678633708e-06
  56.0000000000    3.4174964260e-07    7.4113029419e-06
  56.5000000000    3.4308974164e-07    7.4545938014e-06
  57.0000000000    3.4393149122e-07    7.4984259831e-06
  57.5000000000    3.4599080057e-07    7.5755268329e-06
  58.0000000000    3.5109068697e-07    7.6179375637e-06
  58.5000000000    3.5514354243e-07    7.6333700951e-06
  59.0000000000    3.5141824959e-07    7.6749675741e-06
  59.5000000000    3.5222027572e-07    7.7163700925e-06
  60.0000000000    3.5320821058e-07    7.7612083995e-06
  60.5000000000    3.5913816760e-07    7.8006439352e-06
  61.0000000000    3.6002634209e-07    7.8452623774e-06
  61.5000000000    3.5845402884e-07    7.8885160371e-06
  62.0000000000    3.5965297453e-07    7.9312091374e-06
  62.5000000000    3.6288167693e-07    7.9933965735e-06
  63.0000000000    3.6444968336e-07    8.0324143381e-06
  63.5000000000    3.6503568390e-07    8.0905238034e-06
  64.0000000000    3.6704038532e-07    8.1077838028e-06
  64.5000000000    3.6885057105e-07    8.1380382748e-06
  65.0000000000    3.7142770479e-07    8.1799048556e-06
  65.5000000000    3.7192904899e-07    8.2232702753e-06
  66.0000000000    3.7365979420e-07    8.2626333398e-06
  66.5000000000    3.7602334897e-07    8.3925434293e-06
  67.0000000000    3.7554586671e-07    8.5786560186e-06
  67.5000000000    3.8325754695e-07    8.5273805958e-06
  68.0000000000    3.7867732267e-07    8.4755736323e-06
