#          time             L^2_Ham             L^2_Mom
   0.0000000000    4.7672003326e-05    0.0000000000e+00
   0.5000000000    1.4686375481e-05    1.1045667986e-05
   1.0000000000    6.7225225882e-06    6.1403616012e-06
   1.5000000000    4.4487251240e-06    3.5496941099e-06
   2.0000000000    3.5690728086e-06    2.2696598681e-06
   2.5000000000    3.0618907608e-06    1.5228235709e-06
   3.0000000000    2.7418478172e-06    1.0676098451e-06
   3.5000000000    2.5050345007e-06    7.7640680429e-07
   4.0000000000    2.3070355253e-06    5.8481188599e-07
   4.5000000000    2.1251882441e-06    4.5715588272e-07
   5.0000000000    1.9519482432e-06    3.7304999114e-07
   5.5000000000    1.7856375787e-06    3.1847496926e-07
   6.0000000000    1.6270299410e-06    2.8549583203e-07
   6.5000000000    1.4774147182e-06    2.6879140479e-07
   7.0000000000    1.3378846561e-06    2.6502887998e-07
   7.5000000000    1.2092929886e-06    2.7158826297e-07
   8.0000000000    1.0921994282e-06    2.8581783452e-07
   8.5000000000    9.8369162053e-07    3.0778610372e-07
   9.0000000000    8.8621576506e-07    3.3618862589e-07
   9.5000000000    7.9620772439e-07    3.7163281737e-07
  10.0000000000    7.1643930657e-07    4.1687899595e-07
  10.5000000000    6.4412365417e-07    4.7399567081e-07
  11.0000000000    5.7879068148e-07    5.4342605975e-07
  11.5000000000    5.2558453281e-07    6.2902920983e-07
  12.0000000000    4.7442555100e-07    7.2987441633e-07
  12.5000000000    4.2100406991e-07    8.5077110767e-07
  13.0000000000    3.7457579995e-07    9.8913488082e-07
  13.5000000000    3.3400950303e-07    1.1598832400e-06
  14.0000000000    2.9802371850e-07    1.3640455855e-06
  14.5000000000    2.6686605177e-07    1.6103940981e-06
  15.0000000000    2.4652260697e-07    1.9052483528e-06
  15.5000000000    2.3301129615e-07    2.2659838709e-06
  16.0000000000    2.1556421800e-07    2.6802465262e-06
  16.5000000000    1.9989543536e-07    3.1852023116e-06
  17.0000000000    1.8878454871e-07    3.7993458494e-06
  17.5000000000    1.8187848324e-07    4.5396282742e-06
  18.0000000000    1.8682773875e-07    5.4429374681e-06
  18.5000000000    1.9996559393e-07    6.5509608745e-06
  19.0000000000    2.2277687164e-07    7.9203318554e-06
  19.5000000000    2.6944334936e-07    9.6184654100e-06
  20.0000000000    3.1267600303e-07    1.1749404593e-05
  20.5000000000    3.6209106928e-07    1.4452253093e-05
  21.0000000000    4.4532365504e-07    1.7935439488e-05
