#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000    1.0108366674e-29   -9.7156787219e-30
   0.2500000000    9.9721471927e-30    8.7364182550e-30
   0.5000000000    6.5683965378e-30    3.5129696579e-30
   0.7500000000    1.1311089104e-29   -1.0579953323e-29
   1.0000000000    2.9597645881e-30   -1.8039534579e-30
   1.2500000000    1.7179628541e-30   -7.8937015072e-30
   1.5000000000   -1.2386971918e-29    6.6713157331e-30
   1.7500000000   -1.8226090316e-29   -8.6131749007e-30
   2.0000000000   -7.6418602926e-30   -2.9333099793e-30
   2.2500000000   -2.6927728473e-30   -6.2993770326e-30
   2.5000000000   -3.0923509619e-30   -3.7524331999e-30
   2.7500000000    4.5865948547e-30    1.9751481516e-30
   3.0000000000    6.8048470153e-30    4.8977909442e-30
   3.2500000000    3.3230200176e-30    1.8529167438e-30
   3.5000000000   -4.0956939214e-30   -4.7278477013e-30
   3.7500000000   -2.8697311356e-30    3.3850732703e-30
   4.0000000000   -7.4941981837e-30    3.4907984425e-30
   4.2500000000   -1.4859596521e-29   -3.5469715065e-31
   4.5000000000   -8.7042655068e-30   -2.7977350585e-30
   4.7500000000   -5.8311013207e-30   -3.5973075018e-30
   5.0000000000   -6.2043367775e-30    1.8456454797e-30
   5.2500000000   -1.2502832733e-29   -5.4870556454e-31
   5.5000000000   -1.0854624365e-29   -6.9215659822e-30
   5.7500000000   -1.4998235091e-29   -7.0529259405e-30
   6.0000000000   -1.5347335890e-29   -1.2716182814e-29
   6.2500000000   -1.6443383168e-29   -1.0911493402e-29
   6.5000000000   -1.1168979521e-29    1.0934993894e-31
   6.7500000000   -8.8221799993e-30   -6.8507109674e-30
   7.0000000000   -7.5366918461e-31   -7.7971355771e-30
   7.2500000000    1.3232102881e-30    4.1300310839e-30
   7.5000000000    3.0036585765e-30   -4.2155776812e-30
   7.7500000000    1.4064400004e-30    2.7746552577e-30
   8.0000000000    1.6780260039e-30   -5.7522714064e-30
   8.2500000000   -1.0476422932e-29   -8.1849944380e-30
   8.5000000000   -2.4948501251e-29    1.2907632021e-30
   8.7500000000   -3.1673069703e-29    4.0293746028e-31
   9.0000000000   -2.2770901465e-29    8.2710602205e-30
   9.2500000000   -1.2967712032e-29   -1.8166309625e-29
   9.5000000000    1.2936024308e-29   -3.0867189316e-29
   9.7500000000    7.8714052283e-29    2.1045613598e-29
  10.0000000000    6.2261970879e-29   -2.8257761607e-29
  10.2500000000    1.0695619833e-28    4.5868343183e-29
  10.5000000000    1.0321272821e-28    3.6016921778e-29
  10.7500000000   -3.9969143023e-29   -2.7387943481e-29
  11.0000000000   -2.9941019160e-28   -7.4671681937e-30
  11.2500000000   -1.3280135600e-28    1.7732443308e-28
  11.5000000000   -7.9568964206e-28   -3.0033823655e-28
  11.7500000000   -7.7608567015e-28   -2.5203582987e-28
  12.0000000000   -1.1311711201e-27   -7.9660839487e-28
  12.2500000000   -3.6696069567e-28   -5.5967792971e-29
  12.5000000000    1.2988718116e-28    1.2491799451e-28
  12.7500000000    9.1161681851e-28    8.6641589062e-28
  13.0000000000    1.7825139089e-27    8.5157524228e-28
  13.2500000000    2.3297136304e-27   -1.5996291948e-27
  13.5000000000    2.9756674711e-27    1.6780521468e-28
  13.7500000000    1.5739993033e-27    2.0048162823e-27
  14.0000000000    8.0492623802e-28    7.0275806806e-28
  14.2500000000    3.9845489781e-28    8.9586955507e-28
  14.5000000000   -2.7678239011e-27    2.9588814300e-29
  14.7500000000   -1.4517763181e-27    7.3727220974e-29
  15.0000000000   -2.1395089025e-27    1.0410852891e-27
  15.2500000000   -2.1412268073e-27   -1.1152591088e-27
  15.5000000000   -2.2964245076e-27   -6.6680828585e-28
  15.7500000000   -2.0480812889e-27    9.7789664018e-28
  16.0000000000    2.5882108476e-27   -1.6085211853e-27
  16.2500000000    3.0635361499e-27    1.2580586004e-27
  16.5000000000    2.4409321311e-27    2.7396902835e-28
  16.7500000000    1.0010976115e-27   -4.3825276795e-28
  17.0000000000    1.8736001774e-27    2.7849717570e-27
  17.2500000000    2.4930838116e-27   -9.5044777161e-28
  17.5000000000    5.2109945889e-28    2.5503407430e-27
  17.7500000000   -2.9764311990e-27   -1.6261730973e-27
  18.0000000000   -4.3791007119e-27   -1.7850979377e-27
  18.2500000000   -7.3289833052e-27   -1.0019443289e-27
  18.5000000000   -9.0786957280e-27   -3.9300157582e-27
  18.7500000000   -6.9797683219e-27   -1.6987332721e-27
  19.0000000000    1.9896158031e-28   -1.5166047413e-27
  19.2500000000    6.4285300266e-27   -8.4476278558e-27
  19.5000000000    8.7700803154e-27    8.1844418027e-27
  19.7500000000    4.6018045572e-26   -1.8920360493e-26
  20.0000000000    7.5009543202e-26    3.4675378323e-26
  20.2500000000    6.9658400947e-26   -2.6095482925e-26
  20.5000000000    1.0927830183e-25    4.8630966824e-26
  20.7500000000    2.1746312163e-25    6.6213785124e-26
  21.0000000000    2.2472140561e-25    2.7867324831e-26
  21.2500000000    1.6615544566e-25    8.3031026982e-26
  21.5000000000    1.7758167835e-25    1.7296561890e-25
  21.7500000000    2.1121788722e-25    4.8343246974e-26
  22.0000000000    1.5731717451e-25    3.2772831104e-26
  22.2500000000    1.5943176818e-25    2.8668802262e-28
  22.5000000000    1.0422784959e-25   -1.6843686730e-26
  22.7500000000    2.9417832941e-26    7.6043790401e-26
  23.0000000000   -1.8511421360e-26    4.5343915859e-26
  23.2500000000   -7.4114890119e-26    6.8067133935e-26
  23.5000000000   -8.7456623556e-26   -1.3200984909e-25
  23.7500000000   -5.8700082001e-26   -1.5994045812e-25
  24.0000000000   -5.0651869725e-26   -2.4558190574e-26
  24.2500000000    3.4495507901e-26    6.7386623599e-26
  24.5000000000    1.8690730711e-26   -6.9876121011e-26
  24.7500000000    2.1623243300e-27   -1.3049651340e-25
  25.0000000000    1.0488756921e-25   -1.3199880295e-26
