#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000   -2.1225541535e-29    5.3395219730e-29
   0.2500000000   -2.1830362884e-29    4.0471713417e-29
   0.5000000000   -1.2528872683e-29    2.5260203070e-29
   0.7500000000   -8.1134394013e-31    4.6235965037e-30
   1.0000000000    9.3453781232e-30   -8.2669811869e-30
   1.2500000000    1.0732987630e-29   -1.7127095795e-29
   1.5000000000    1.0282117595e-29   -1.6693976702e-29
   1.7500000000    4.1494702535e-30   -5.1622051530e-30
   2.0000000000    3.2864159390e-30   -4.5777680097e-30
   2.2500000000   -3.1830388048e-31    5.5660307281e-30
   2.5000000000   -2.7782582029e-30    6.1119776199e-30
   2.7500000000   -3.5119710043e-30    7.0369572223e-30
   3.0000000000   -2.4869002529e-30    2.3352571234e-30
   3.2500000000   -8.8051920086e-32   -1.2920413363e-30
   3.5000000000    4.2994892062e-30   -5.0442442184e-30
   3.7500000000    4.6443151736e-30   -3.8531119484e-30
   4.0000000000    1.3526531662e-30    2.8954037866e-30
   4.2500000000   -1.8872331758e-30    6.9385537101e-30
   4.5000000000   -3.1967338558e-30    1.6742915593e-29
   4.7500000000   -1.0195587831e-29    2.0230285331e-29
   5.0000000000   -9.6195890182e-30    2.0742683342e-29
   5.2500000000   -1.1524855632e-29    1.9763314862e-29
   5.5000000000   -5.6859312433e-30    1.4053116257e-29
   5.7500000000   -3.4930805101e-30    1.9580686550e-29
   6.0000000000   -4.2425545536e-30    1.1989956307e-29
   6.2500000000   -4.3912323769e-30    1.1868358096e-29
   6.5000000000   -1.6367826382e-30    8.9332514356e-30
   6.7500000000    1.7788818145e-33    4.0511542885e-30
   7.0000000000   -1.4196904428e-30    4.4526908505e-30
   7.2500000000   -2.2296226900e-30    1.0004932845e-29
   7.5000000000   -3.1871564484e-30    1.8354134086e-29
   7.7500000000   -4.2254221281e-30    1.4852565042e-29
   8.0000000000   -1.4052300436e-30    9.2384770498e-30
   8.2500000000   -9.1302535007e-31   -3.9186423727e-30
   8.5000000000    6.8027665539e-30   -1.5331405361e-29
   8.7500000000    1.7334260797e-29   -3.4197378838e-29
   9.0000000000    1.8944175438e-29   -4.1657353090e-29
   9.2500000000    6.1704948586e-30   -1.8978309285e-29
   9.5000000000   -1.6597866998e-29    4.3723585323e-29
   9.7500000000   -8.1244428145e-29    1.2074586536e-28
  10.0000000000   -1.4529130382e-28    2.3204888611e-28
  10.2500000000   -1.3308350400e-28    3.2548705253e-28
