#          time             L^2_Ham             L^2_Mom
   0.0000000000    3.5880350584e-06    3.7061659001e-06
   0.5000000000    1.0362765169e-06    3.6666596577e-06
   1.0000000000    8.8008300909e-07    3.6178733097e-06
   1.5000000000    7.4290196912e-07    3.5804368054e-06
   2.0000000000    6.2400718180e-07    3.5747714174e-06
   2.5000000000    5.3456686965e-07    3.5927802893e-06
   3.0000000000    4.9101632776e-07    3.6250508045e-06
   3.5000000000    4.6688017857e-07    3.6613832490e-06
   4.0000000000    4.5317226054e-07    3.6949193904e-06
   4.5000000000    4.3627562086e-07    3.7233372003e-06
   5.0000000000    4.1623872599e-07    3.7472339907e-06
   5.5000000000    3.9535579844e-07    3.7679815773e-06
   6.0000000000    3.7291109917e-07    3.7872203360e-06
   6.5000000000    3.5225076582e-07    3.8061345591e-06
   7.0000000000    3.3261386482e-07    3.8256555112e-06
   7.5000000000    3.1548325242e-07    3.8470129097e-06
   8.0000000000    3.0044181502e-07    3.8690332757e-06
   8.5000000000    2.8688075003e-07    3.8938156717e-06
   9.0000000000    2.7565777926e-07    3.9204525845e-06
   9.5000000000    2.6526711099e-07    3.9476897386e-06
  10.0000000000    2.5706278598e-07    3.9775137530e-06
  10.5000000000    2.5066932009e-07    4.0088233961e-06
  11.0000000000    2.4493508678e-07    4.0423603962e-06
  11.5000000000    2.3934930287e-07    4.0793229510e-06
  12.0000000000    2.3541402779e-07    4.1156742795e-06
  12.5000000000    2.3299507051e-07    4.1553814707e-06
  13.0000000000    2.3237197694e-07    4.2006736029e-06
  13.5000000000    2.3194787387e-07    4.2365061630e-06
  14.0000000000    2.3976731708e-07    4.2793938760e-06
  14.5000000000    2.3862911187e-07    4.3226141330e-06
  15.0000000000    2.3703373063e-07    4.3681113505e-06
  15.5000000000    2.3714299560e-07    4.4150206470e-06
  16.0000000000    2.4108950053e-07    4.4635663052e-06
  16.5000000000    2.5968592571e-07    4.5142283515e-06
  17.0000000000    2.6953609758e-07    4.5646552608e-06
  17.5000000000    2.6713465716e-07    4.6165778252e-06
  18.0000000000    2.6393608142e-07    4.6703370109e-06
  18.5000000000    2.6583996162e-07    4.7247410666e-06
  19.0000000000    2.6971686325e-07    4.7786562460e-06
  19.5000000000    2.5956219742e-07    4.8318727105e-06
  20.0000000000    2.4936444798e-07    4.8882793850e-06
  20.5000000000    2.5090549452e-07    4.9436541761e-06
  21.0000000000    2.5430610536e-07    5.0020006739e-06
  21.5000000000    2.5994434451e-07    5.0607091206e-06
  22.0000000000    2.6980392058e-07    5.1205644324e-06
  22.5000000000    2.7620943263e-07    5.1808187868e-06
  23.0000000000    2.7918588658e-07    5.2455224640e-06
  23.5000000000    2.8167940227e-07    5.3045646014e-06
  24.0000000000    2.8541997809e-07    5.3657684972e-06
  24.5000000000    3.0993394854e-07    5.4283080570e-06
  25.0000000000    3.0438231225e-07    5.4905674278e-06
  25.5000000000    2.9924401162e-07    5.5546091551e-06
  26.0000000000    3.7154189424e-07    5.6205712874e-06
  26.5000000000    3.5641837490e-07    5.6830125035e-06
  27.0000000000    3.3727314254e-07    5.7481652113e-06
  27.5000000000    3.2949728686e-07    5.8132343132e-06
  28.0000000000    3.3107035052e-07    5.8840735183e-06
  28.5000000000    3.3654336214e-07    5.9484206745e-06
  29.0000000000    3.4153623177e-07    6.0141310581e-06
  29.5000000000    3.4199808822e-07    6.0791985859e-06
  30.0000000000    3.4698457594e-07    6.1455364306e-06
  30.5000000000    3.4836492937e-07    6.2121526603e-06
  31.0000000000    3.5254013787e-07    6.2839927205e-06
  31.5000000000    3.5605470929e-07    6.3498391014e-06
  32.0000000000    3.6090644968e-07    6.4159002224e-06
  32.5000000000    3.6551816672e-07    6.4830385168e-06
  33.0000000000    3.7068379444e-07    6.5575159498e-06
  33.5000000000    3.7489864893e-07    6.6231282341e-06
  34.0000000000    3.7971105727e-07    6.6882514688e-06
  34.5000000000    3.8465108306e-07    6.7570622926e-06
  35.0000000000    3.8913452707e-07    6.8253406655e-06
  35.5000000000    3.9167605426e-07    6.8940102667e-06
  36.0000000000    3.9584566805e-07    6.9631894386e-06
  36.5000000000    3.9930895838e-07    7.0318694211e-06
  37.0000000000    4.0279296943e-07    7.1011612320e-06
  37.5000000000    4.0397071420e-07    7.1703156509e-06
  38.0000000000    4.0476266479e-07    7.2392856639e-06
  38.5000000000    4.0565009962e-07    7.3149204571e-06
  39.0000000000    4.0929066734e-07    7.3778071659e-06
  39.5000000000    4.1173616003e-07    7.4513427732e-06
  40.0000000000    4.1285054553e-07    7.5162062240e-06
  40.5000000000    4.1424683166e-07    7.5874173433e-06
  41.0000000000    4.1632279987e-07    7.6544729043e-06
  41.5000000000    4.1876162120e-07    7.7220510144e-06
  42.0000000000    4.2087571418e-07    7.7972093967e-06
  42.5000000000    4.2337803772e-07    7.8630724753e-06
  43.0000000000    4.2563654407e-07    7.9319356125e-06
  43.5000000000    4.2820171102e-07    7.9951603771e-06
  44.0000000000    4.3068258792e-07    8.0681543046e-06
  44.5000000000    4.3341146607e-07    8.1330987921e-06
  45.0000000000    4.3631631631e-07    8.2009861024e-06
  45.5000000000    4.3924778334e-07    8.2694091326e-06
  46.0000000000    4.4216473012e-07    8.3371086780e-06
  46.5000000000    4.4516335248e-07    8.4061219260e-06
  47.0000000000    4.4787202366e-07    8.4736685660e-06
  47.5000000000    4.5043709308e-07    8.5644285173e-06
  48.0000000000    4.5347152796e-07    8.6223313664e-06
  48.5000000000    4.5703031868e-07    8.6790432569e-06
  49.0000000000    4.6039889713e-07    8.7523322310e-06
  49.5000000000    4.6314006108e-07    8.8118826343e-06
  50.0000000000    4.6584445190e-07    8.8764339384e-06
  50.5000000000    4.6896240413e-07    8.9429943679e-06
  51.0000000000    4.7222004210e-07    9.0098923299e-06
  51.5000000000    4.7549980453e-07    9.0765976205e-06
  52.0000000000    4.7852578343e-07    9.1431673295e-06
  52.5000000000    4.8176910273e-07    9.2215586074e-06
  53.0000000000    4.8508521016e-07    9.3196931729e-06
  53.5000000000    4.8838710607e-07    9.3403972649e-06
  54.0000000000    4.9136085208e-07    9.4139121384e-06
  54.5000000000    4.9454085115e-07    9.4709195400e-06
  55.0000000000    4.9791791690e-07    9.5300327051e-06
  55.5000000000    5.0105759753e-07    9.5952621042e-06
  56.0000000000    5.0363213455e-07    9.6538762465e-06
  56.5000000000    5.0732555254e-07    9.7159577472e-06
  57.0000000000    5.0995103736e-07    9.7787808111e-06
  57.5000000000    5.1255506070e-07    9.8280983501e-06
  58.0000000000    5.1540173502e-07    9.8834684423e-06
  58.5000000000    5.1832361591e-07    9.9444164361e-06
  59.0000000000    5.2139513935e-07    1.0031425727e-05
  59.5000000000    5.2445731620e-07    1.0080931426e-05
  60.0000000000    5.2761542762e-07    1.0135133914e-05
  60.5000000000    5.3151906622e-07    1.0199480335e-05
  61.0000000000    5.3481242380e-07    1.0260814972e-05
  61.5000000000    5.3779473189e-07    1.0326202947e-05
  62.0000000000    5.4066318280e-07    1.0446665997e-05
  62.5000000000    5.4376237111e-07    1.0503241448e-05
  63.0000000000    5.4697729319e-07    1.0529179829e-05
  63.5000000000    5.5056889133e-07    1.0566546632e-05
  64.0000000000    5.5360492833e-07    1.0622922503e-05
  64.5000000000    5.5683526049e-07    1.0689053636e-05
  65.0000000000    5.6011283879e-07    1.0743034296e-05
  65.5000000000    5.6338690254e-07    1.0800787192e-05
  66.0000000000    5.6663114162e-07    1.0860227672e-05
  66.5000000000    5.6986367047e-07    1.0921635886e-05
  67.0000000000    5.7301643828e-07    1.0980506036e-05
  67.5000000000    5.7620660061e-07    1.1040429237e-05
  68.0000000000    5.7938580368e-07    1.1098934191e-05
  68.5000000000    5.8265996119e-07    1.1158399493e-05
  69.0000000000    5.8585717604e-07    1.1305098227e-05
  69.5000000000    5.8891350975e-07    1.1290135247e-05
  70.0000000000    5.9298078211e-07    1.1556965322e-05
  70.5000000000    5.9630570542e-07    1.1554663565e-05
  71.0000000000    5.9895803827e-07    1.1487354766e-05
  71.5000000000    6.0228055400e-07    1.1513110251e-05
  72.0000000000    6.0498128870e-07    1.1570151650e-05
  72.5000000000    6.0831700764e-07    1.1625781779e-05
  73.0000000000    6.1160843504e-07    1.1684453939e-05
  73.5000000000    6.1544149772e-07    1.1751443328e-05
  74.0000000000    6.1821537728e-07    1.1805311693e-05
  74.5000000000    6.2212275975e-07    1.1871812483e-05
  75.0000000000    6.2625559827e-07    1.1918557748e-05
  75.5000000000    6.2936870033e-07    1.1969049516e-05
  76.0000000000    6.3112828046e-07    1.2024546017e-05
  76.5000000000    6.3309426832e-07    1.2081324127e-05
  77.0000000000    6.3767978102e-07    1.2136287533e-05
  77.5000000000    6.4203439075e-07    1.2192369233e-05
  78.0000000000    6.4602189124e-07    1.2245940590e-05
  78.5000000000    6.4871598649e-07    1.2301028835e-05
  79.0000000000    6.5294254592e-07    1.2453487722e-05
  79.5000000000    6.6136985250e-07    1.2429805712e-05
  80.0000000000    6.7186999609e-07    1.2469400843e-05
  80.5000000000    6.8383919147e-07    1.2524037639e-05
  81.0000000000    7.0005520185e-07    1.2569272884e-05
  81.5000000000    7.1441618378e-07    1.2630712405e-05
