#          time             L^2_Ham             L^2_Mom
   0.0000000000    1.3797246525e-06    0.0000000000e+00
   0.5000000000    2.7975980446e-07    1.2379310790e-07
   1.0000000000    2.1622945271e-07    9.5190308556e-08
   1.5000000000    1.7862728657e-07    8.3982956602e-08
   2.0000000000    1.6182134605e-07    7.5952641004e-08
   2.5000000000    1.4405032308e-07    7.1349794413e-08
   3.0000000000    1.3133550447e-07    6.7429840156e-08
   3.5000000000    1.2031684403e-07    6.5206684245e-08
   4.0000000000    1.1641911660e-07    6.1803265624e-08
   4.5000000000    1.0768533332e-07    5.9497064993e-08
   5.0000000000    9.9963010156e-08    5.8721970388e-08
   5.5000000000    9.5511435754e-08    5.6093340731e-08
   6.0000000000    9.0110559326e-08    5.5142514802e-08
   6.5000000000    8.6223699347e-08    5.3922950169e-08
   7.0000000000    8.2351984343e-08    5.2912345591e-08
   7.5000000000    7.8953814968e-08    5.1932819321e-08
   8.0000000000    7.4925285069e-08    5.1579971682e-08
   8.5000000000    7.1913075740e-08    5.0843750767e-08
   9.0000000000    6.9182574449e-08    5.0406449751e-08
   9.5000000000    6.6336661995e-08    5.0030533130e-08
  10.0000000000    6.4172223936e-08    4.9772844198e-08
  10.5000000000    6.2201223611e-08    4.9710994153e-08
  11.0000000000    6.0627164413e-08    4.9936825530e-08
  11.5000000000    5.8791694507e-08    5.0014798422e-08
  12.0000000000    5.7559001251e-08    5.0469499742e-08
  12.5000000000    5.7127356124e-08    5.1133767289e-08
  13.0000000000    5.5819770631e-08    5.1657334103e-08
  13.5000000000    5.5690076930e-08    5.2868608250e-08
  14.0000000000    5.6918383101e-08    5.4827182049e-08
  14.5000000000    6.7419132906e-08    6.0039192476e-08
  15.0000000000    6.8900745679e-08    6.5107508608e-08
  15.5000000000    7.1223753902e-08    6.9218453188e-08
  16.0000000000    1.0320627796e-07    8.3494136843e-08
  16.5000000000    1.1388557737e-07    1.0515550202e-07
  17.0000000000    1.0660979348e-07    1.0583877123e-07
  17.5000000000    1.0729089370e-07    1.0633066666e-07
  18.0000000000    8.7274023890e-08    9.4071468566e-08
  18.5000000000    6.1449786209e-08    7.5425107306e-08
  19.0000000000    7.0185210538e-08    7.6511545166e-08
  19.5000000000    9.6056715378e-08    9.0902171494e-08
  20.0000000000    9.7783826883e-08    9.7464635676e-08
  20.5000000000    9.4413462548e-08    9.7449526695e-08
  21.0000000000    1.0364029150e-07    9.8312268937e-08
  21.5000000000    6.2857788837e-08    8.5120660531e-08
  22.0000000000    4.8104564510e-08    5.9416024911e-08
  22.5000000000    4.0997314039e-08    5.2730467030e-08
  23.0000000000    3.9478329200e-08    4.8538224498e-08
  23.5000000000    3.8026657023e-08    4.7527067028e-08
  24.0000000000    3.9070770727e-08    4.6380682834e-08
  24.5000000000    3.7896614401e-08    4.6098652068e-08
  25.0000000000    3.9043381622e-08    4.6379505477e-08
  25.5000000000    4.6329166577e-08    5.0098475444e-08
  26.0000000000    5.0730599037e-08    5.5356675458e-08
  26.5000000000    5.4113967255e-08    5.6109820219e-08
  27.0000000000    5.4308512878e-08    5.4691656583e-08
  27.5000000000    5.5505823015e-08    5.1704868805e-08
  28.0000000000    4.6154282175e-08    4.9392682151e-08
  28.5000000000    3.6528529931e-08    4.5046980051e-08
  29.0000000000    3.2967502202e-08    3.8343028474e-08
  29.5000000000    2.9501055205e-08    3.4130843784e-08
  30.0000000000    2.6917785450e-08    3.1560166039e-08
  30.5000000000    2.4750100064e-08    3.0273342208e-08
  31.0000000000    2.3773853313e-08    2.8906335027e-08
  31.5000000000    2.3190168226e-08    2.7979588868e-08
  32.0000000000    2.2960720794e-08    2.7315467510e-08
  32.5000000000    2.3014368688e-08    2.7106423238e-08
