#          time             L^2_Ham             L^2_Mom
   0.0000000000    8.6254721529e-06    0.0000000000e+00
   0.5000000000    1.2581773883e-06    8.9862002251e-07
   1.0000000000    6.7579352495e-07    4.4898396922e-07
   1.5000000000    4.7924944542e-07    2.9548401969e-07
   2.0000000000    3.7961245210e-07    2.1357188544e-07
   2.5000000000    3.2221437476e-07    1.6222489957e-07
   3.0000000000    2.8124829767e-07    1.3185247444e-07
   3.5000000000    2.4881855403e-07    1.1092130056e-07
   4.0000000000    2.2801707476e-07    9.4847298333e-08
   4.5000000000    2.0594430263e-07    8.4762983208e-08
   5.0000000000    1.8687785222e-07    7.8081238235e-08
   5.5000000000    1.7064040721e-07    7.0531088714e-08
   6.0000000000    1.5712210351e-07    6.6406817095e-08
   6.5000000000    1.4460342904e-07    6.2919171718e-08
   7.0000000000    1.3340560761e-07    6.0775314224e-08
   7.5000000000    1.2352417452e-07    5.7874570986e-08
   8.0000000000    1.1463128705e-07    5.6432681562e-08
   8.5000000000    1.0716104224e-07    5.5278601355e-08
   9.0000000000    1.0467920853e-07    5.5606691085e-08
   9.5000000000    9.4622046317e-08    5.4328178733e-08
  10.0000000000    8.9243547582e-08    5.4272130567e-08
  10.5000000000    8.5888602685e-08    5.5088238090e-08
  11.0000000000    8.5928401868e-08    5.7806532991e-08
  11.5000000000    1.1483776348e-07    7.1615120822e-08
  12.0000000000    1.0762951290e-07    7.8248780002e-08
  12.5000000000    9.3454097527e-08    7.4277132271e-08
  13.0000000000    8.3410807508e-08    7.1035739015e-08
  13.5000000000    7.8496555745e-08    7.0268037165e-08
  14.0000000000    7.4860370047e-08    7.1364089757e-08
  14.5000000000    6.9511102458e-08    6.5701680170e-08
  15.0000000000    9.2572118873e-08    7.4040882914e-08
  15.5000000000    1.1119302186e-07    9.2271200745e-08
  16.0000000000    1.0081786365e-07    9.3768941705e-08
  16.5000000000    8.7375409219e-08    9.0074173880e-08
  17.0000000000    8.1578504714e-08    8.9920844096e-08
  17.5000000000    8.2880653940e-08    9.0989510744e-08
  18.0000000000    7.8437759763e-08    8.5361423649e-08
  18.5000000000    5.9032089425e-08    7.1297862611e-08
  19.0000000000    6.3588710868e-08    7.0729396384e-08
  19.5000000000    8.3365814195e-08    8.2791376659e-08
  20.0000000000    8.7078478564e-08    8.8674143341e-08
  20.5000000000    7.9130751015e-08    8.7818116066e-08
  21.0000000000    7.3979401747e-08    8.6938941003e-08
  21.5000000000    7.5074903841e-08    9.1519925869e-08
  22.0000000000    8.4866528290e-08    1.0016948432e-07
  22.5000000000    7.8800002063e-08    1.1135174147e-07
  23.0000000000    6.1496073249e-08    7.6536975734e-08
  23.5000000000    4.5367690885e-08    5.9970236822e-08
  24.0000000000    4.0922787236e-08    5.4178289941e-08
  24.5000000000    3.9498401530e-08    5.1443049507e-08
  25.0000000000    4.0911713374e-08    4.8687419817e-08
  25.5000000000    4.7229796275e-08    5.1614692613e-08
  26.0000000000    5.0561333260e-08    5.6068593984e-08
  26.5000000000    5.2354899432e-08    5.6011512644e-08
  27.0000000000    4.9864608183e-08    5.4162451069e-08
