#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000    4.3278230835e-30   -6.6305231514e-30
   0.2500000000    1.5812837002e-30   -2.2703268344e-30
   0.5000000000   -2.3276048038e-30    1.1033037449e-31
   0.7500000000   -1.0336830823e-29    3.2196945866e-30
   1.0000000000   -4.7897783590e-30    4.8701439963e-31
   1.2500000000   -7.8425325762e-30    4.5749843218e-30
   1.5000000000   -8.2775462978e-30    1.0702511866e-30
   1.7500000000   -1.2665108169e-30   -9.8239285087e-30
   2.0000000000   -3.7050471811e-30    3.6262298044e-30
   2.2500000000    4.2300423501e-30    3.2350399094e-30
   2.5000000000    3.1412317087e-31    2.5690171101e-31
   2.7500000000   -6.5035232215e-31   -1.3531196245e-31
   3.0000000000   -1.2834278376e-29    1.0091813483e-30
   3.2500000000   -5.4593545813e-30    3.3909782676e-30
   3.5000000000   -1.3726085927e-29    6.1154278468e-30
   3.7500000000   -1.9174694663e-29    3.9909925900e-30
   4.0000000000   -1.9381750669e-29    6.5259391971e-30
   4.2500000000   -1.1788255864e-29    2.6741018865e-30
   4.5000000000   -1.2620511800e-29   -3.1606786941e-30
   4.7500000000   -8.2226759548e-30    5.8610605751e-30
   5.0000000000   -1.2584875206e-29   -3.4807888578e-30
   5.2500000000   -9.7900262316e-30    3.2578196969e-30
   5.5000000000   -7.4098749413e-30    6.1619221798e-30
   5.7500000000   -5.8639583401e-30    6.5123483535e-30
   6.0000000000   -4.2571349150e-30    7.7456345442e-30
   6.2500000000   -7.5162676771e-30    1.1391342129e-30
   6.5000000000   -7.9052776990e-30    2.7899505809e-30
   6.7500000000   -6.1492706783e-30   -3.7746033899e-30
   7.0000000000   -6.4418328607e-30    2.7127169447e-30
   7.2500000000   -5.2407337064e-30    2.2273103124e-30
   7.5000000000   -2.7120275754e-30   -5.3110779664e-32
   7.7500000000   -1.4546311335e-30    5.6994973612e-30
   8.0000000000   -1.3018385022e-29    7.1669776572e-30
   8.2500000000   -2.1792008672e-29    8.0982239823e-30
   8.5000000000   -1.6645795446e-29    4.5942351510e-30
   8.7500000000   -2.9506207760e-29    1.0307440128e-29
   9.0000000000   -2.8850497485e-29    1.8627435998e-29
   9.2500000000   -1.8471323212e-29    6.6523911935e-30
   9.5000000000    6.0533018163e-30   -1.4108862313e-29
   9.7500000000    5.7284955723e-29   -3.9854978172e-29
  10.0000000000    8.7404562635e-29   -3.0432338145e-29
  10.2500000000    3.3626619006e-29   -7.3845069805e-29
  10.5000000000    5.5823584566e-29   -9.7624280997e-29
  10.7500000000   -1.4905232117e-29   -9.7433858335e-29
  11.0000000000   -2.2683908894e-28   -1.0927692210e-29
  11.2500000000   -4.3583379375e-28    7.0276942320e-29
  11.5000000000   -7.6004613071e-28    7.5886974572e-28
  11.7500000000   -6.4616583537e-28    5.5947671175e-28
  12.0000000000   -3.8552271742e-28    3.5604510919e-28
  12.2500000000   -4.6845723273e-28    6.5652622562e-28
  12.5000000000    3.7586869383e-28    2.0427061741e-28
  12.7500000000    9.6719932361e-28   -4.6659987803e-30
  13.0000000000    1.6211188345e-27   -6.6628763550e-28
  13.2500000000    2.7312885948e-27    1.5154519479e-29
  13.5000000000    3.7459474318e-27   -1.0636154270e-27
  13.7500000000    1.4858835216e-27   -9.0348447583e-28
  14.0000000000    1.8389934755e-27   -5.8784382924e-28
  14.2500000000   -1.8512211502e-28   -7.3003376668e-28
  14.5000000000    8.5766076102e-29   -6.5402068129e-28
  14.7500000000   -2.6630892055e-27   -1.1164042484e-28
  15.0000000000   -3.4055340387e-27    1.9055400237e-27
  15.2500000000   -2.9824029894e-27    2.4939261953e-27
  15.5000000000   -3.1839890339e-27   -1.7838620685e-27
  15.7500000000   -1.6351474439e-28    3.0563949290e-27
  16.0000000000    1.6067412960e-27   -6.7924490199e-28
  16.2500000000    3.8389483752e-28    2.7907958280e-27
  16.5000000000    1.1998990020e-27   -1.0295504648e-27
  16.7500000000    2.4121791796e-27    1.3501689894e-27
  17.0000000000    1.8176265878e-27    9.0110399801e-28
  17.2500000000    2.1792250289e-27   -1.2457091915e-27
  17.5000000000   -2.4607721991e-27    8.0446644515e-29
  17.7500000000   -3.3549367311e-28    2.0295356806e-27
  18.0000000000   -9.7069003057e-27    6.6746449052e-27
  18.2500000000   -9.8635771310e-27    1.7718249174e-27
  18.5000000000   -9.5483277246e-27    1.9516456364e-28
  18.7500000000   -6.1921634256e-27    1.8157560670e-27
  19.0000000000    8.8667612321e-28    4.5438895296e-27
  19.2500000000    9.5568671550e-27   -4.3326901047e-27
  19.5000000000    2.6032385098e-26    5.9068490630e-27
  19.7500000000    5.6260972722e-26   -1.8933808631e-27
  20.0000000000    8.6949253107e-26    1.0636062759e-26
  20.2500000000    1.1706374233e-25    1.9491102445e-26
  20.5000000000    1.6997276772e-25   -9.8869880102e-26
  20.7500000000    1.4659646266e-25    5.7356219883e-26
  21.0000000000    1.7484717726e-25   -5.7023310600e-26
  21.2500000000    2.1150952916e-25    7.3789956628e-26
  21.5000000000    2.3113984048e-25    2.8475895033e-26
  21.7500000000    2.0060885419e-25   -2.0333104712e-27
  22.0000000000    1.9930624778e-25   -1.2168125064e-26
  22.2500000000    7.3315512368e-26   -1.3801124203e-25
  22.5000000000   -1.2543629563e-26   -1.5030552315e-26
  22.7500000000    1.0219125134e-25   -7.6943812748e-26
  23.0000000000    3.4730526651e-26   -3.8844586872e-26
  23.2500000000   -1.2536548816e-25    4.5783419702e-26
  23.5000000000   -2.3317843953e-26    1.1406083384e-25
  23.7500000000   -6.1615023405e-26   -4.4782798252e-26
  24.0000000000   -5.1272714653e-26    8.9196004113e-26
  24.2500000000   -3.3645130019e-26    2.2887217155e-26
  24.5000000000    5.5327868638e-26   -4.7188540270e-27
  24.7500000000    9.4963967158e-26    7.5965474775e-26
  25.0000000000    9.0729789129e-26   -2.4173401580e-27
  25.2500000000    2.4292700960e-26   -4.8396918154e-26
  25.5000000000   -3.5993889673e-26   -8.8958746891e-26
  25.7500000000    6.5815667606e-26   -5.2501378502e-27
  26.0000000000    1.2853343276e-25   -3.1334684920e-26
  26.2500000000    8.6062058108e-26    5.6340559285e-26
  26.5000000000   -2.6434452177e-27   -3.8746482075e-26
  26.7500000000    5.1843574089e-26    8.2312537579e-26
  27.0000000000   -2.4132863092e-26   -1.4991968656e-26
  27.2500000000   -2.3191277742e-26    8.5492367810e-26
  27.5000000000   -6.3367409726e-26    1.4260083686e-25
  27.7500000000   -5.9777065388e-26   -1.3618513914e-25
  28.0000000000   -2.3726519517e-26   -9.2828976815e-26
  28.2500000000   -3.8060514633e-26    1.8157617558e-25
  28.5000000000    1.9200080437e-26    8.0938074580e-26
  28.7500000000    5.5626243310e-28   -1.1738416612e-26
  29.0000000000    4.6469059421e-26   -1.7234599575e-26
  29.2500000000    2.7266892082e-26    6.5149829789e-26
  29.5000000000    8.0044536380e-26    1.0226575922e-25
  29.7500000000    1.0858327671e-25    3.1015534593e-26
  30.0000000000    1.0001112764e-25   -3.8989208995e-26
  30.2500000000    4.7909552971e-26    3.4526424421e-26
  30.5000000000   -7.0340863378e-27   -1.7811055160e-25
  30.7500000000    2.1723439318e-26    1.3071239410e-25
  31.0000000000   -6.2399575627e-27    2.1091000810e-26
