#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000   -1.5166367951e-06    0.0000000000e+00
   0.2500000000   -1.5064192148e-06    0.0000000000e+00
   0.5000000000   -1.4963896742e-06    0.0000000000e+00
   0.7500000000   -1.4865394250e-06    0.0000000000e+00
   1.0000000000   -1.4768601212e-06    0.0000000000e+00
   1.2500000000   -1.4673439976e-06    0.0000000000e+00
   1.5000000000   -1.4579834882e-06    0.0000000000e+00
   1.7500000000   -1.4487715664e-06    0.0000000000e+00
   2.0000000000   -1.4397014283e-06    0.0000000000e+00
   2.2500000000   -1.4307667181e-06    0.0000000000e+00
   2.5000000000   -1.4219612672e-06    0.0000000000e+00
   2.7500000000   -1.4132793626e-06    0.0000000000e+00
   3.0000000000   -1.4047154608e-06    0.0000000000e+00
   3.2500000000   -1.3962642672e-06    0.0000000000e+00
   3.5000000000   -1.3879207642e-06    0.0000000000e+00
   3.7500000000   -1.3796802156e-06    0.0000000000e+00
   4.0000000000   -1.3715381390e-06    0.0000000000e+00
   4.2500000000   -1.3634903392e-06    0.0000000000e+00
   4.5000000000   -1.3555328210e-06    0.0000000000e+00
   4.7500000000   -1.3476617161e-06    0.0000000000e+00
   5.0000000000   -1.3398734491e-06    0.0000000000e+00
   5.2500000000   -1.3321644820e-06    0.0000000000e+00
   5.5000000000   -1.3245315532e-06    0.0000000000e+00
   5.7500000000   -1.3169714208e-06    0.0000000000e+00
   6.0000000000   -1.3094810446e-06    0.0000000000e+00
   6.2500000000   -1.3020574711e-06    0.0000000000e+00
   6.5000000000   -1.2946978755e-06    0.0000000000e+00
   6.7500000000   -1.2873996883e-06    0.0000000000e+00
   7.0000000000   -1.2801602888e-06    0.0000000000e+00
   7.2500000000   -1.2729773713e-06    0.0000000000e+00
   7.5000000000   -1.2658487553e-06    0.0000000000e+00
   7.7500000000   -1.2587721644e-06    0.0000000000e+00
   8.0000000000   -1.2517456034e-06    0.0000000000e+00
   8.2500000000   -1.2447670818e-06    0.0000000000e+00
   8.5000000000   -1.2378350002e-06    0.0000000000e+00
   8.7500000000   -1.2309480281e-06    0.0000000000e+00
   9.0000000000   -1.2241051670e-06    0.0000000000e+00
   9.2500000000   -1.2173056953e-06    0.0000000000e+00
   9.5000000000   -1.2105486343e-06    0.0000000000e+00
   9.7500000000   -1.2038323358e-06    0.0000000000e+00
  10.0000000000   -1.1971539714e-06    0.0000000000e+00
  10.2500000000   -1.1905093735e-06    0.0000000000e+00
  10.5000000000   -1.1838936463e-06    0.0000000000e+00
  10.7500000000   -1.1773023190e-06    0.0000000000e+00
  11.0000000000   -1.1707330243e-06    0.0000000000e+00
  11.2500000000   -1.1641872830e-06    0.0000000000e+00
  11.5000000000   -1.1576713359e-06    0.0000000000e+00
  11.7500000000   -1.1511953161e-06    0.0000000000e+00
  12.0000000000   -1.1447706451e-06    0.0000000000e+00
