#          time         integral Re         integral Im
#          r =           140.000000          140.000000
   0.0000000000    5.8780967730e-30    4.5470655968e-31
   0.2500000000    5.5439082257e-30    3.7731305211e-30
   0.5000000000    1.9236112327e-30    4.0813582924e-30
   0.7500000000    6.8600748569e-30    8.1427356160e-30
   1.0000000000    4.5553662288e-30   -1.7660603275e-30
   1.2500000000    7.8164561797e-30    4.3137675985e-30
   1.5000000000    5.8777749649e-30    2.7607676753e-30
   1.7500000000    5.6969709675e-30    6.9966458897e-31
   2.0000000000    8.4638555318e-30    1.3091637967e-30
   2.2500000000    5.2648097892e-30   -7.7128977746e-30
   2.5000000000    6.9981928229e-30   -2.8176337441e-30
   2.7500000000    1.8769183680e-30    2.2417987996e-30
   3.0000000000    5.6204266085e-30    3.6724847784e-30
   3.2500000000    2.6939501595e-30    5.5362067218e-30
   3.5000000000    4.7948059894e-30    2.4149676989e-30
   3.7500000000    8.5200891204e-30    6.2397215382e-30
   4.0000000000    7.0281842706e-30    5.0665589635e-30
   4.2500000000    5.9413665771e-30   -1.2541513021e-30
   4.5000000000    3.6175718981e-30   -5.4985478771e-30
   4.7500000000    8.6798320801e-30   -2.2193232911e-30
   5.0000000000    8.1213440774e-30   -3.3893429157e-31
   5.2500000000    9.6906299534e-30    7.3722823374e-31
   5.5000000000    9.6358349296e-30   -1.7194979253e-30
   5.7500000000    1.7016781599e-30   -1.1656957561e-30
   6.0000000000    4.9627057128e-30    4.0646001751e-31
   6.2500000000    7.8124950150e-30    1.1306464030e-30
   6.5000000000    4.6140504172e-30    2.4668023887e-30
   6.7500000000    3.0465092961e-30   -2.5621326798e-30
   7.0000000000    7.4250794740e-30    5.4286791721e-31
   7.2500000000    6.0957441092e-30    2.7092510105e-30
   7.5000000000    4.6745206106e-30    6.7151953699e-31
   7.7500000000    4.8658374850e-30   -1.8094079685e-30
   8.0000000000    4.1756063066e-30    8.1411508334e-30
   8.2500000000    2.6039319783e-30    2.8422266047e-30
   8.5000000000    1.2220362562e-29   -1.4052028497e-30
   8.7500000000    2.0977001465e-29    1.1043790239e-29
   9.0000000000    1.5115399744e-29    9.5294701220e-31
   9.2500000000    1.5488486113e-29   -1.3216655961e-30
   9.5000000000   -3.8541362302e-30   -3.3815513809e-29
   9.7500000000   -2.9704648746e-29   -3.8970447183e-29
  10.0000000000   -1.1613365873e-28    6.1786575620e-29
  10.2500000000   -9.5051336636e-29   -4.3014526127e-29
  10.5000000000   -4.6597059594e-29    1.9992842330e-29
  10.7500000000   -3.4932545679e-29    1.0226960218e-28
  11.0000000000    2.1301328924e-28    2.7847797596e-29
  11.2500000000    3.5549837640e-28   -4.9113885096e-29
  11.5000000000    5.3430631501e-28   -1.3193693130e-28
  11.7500000000    5.7420296098e-28    6.8993624889e-29
  12.0000000000    5.6141996113e-28   -4.9550112845e-28
  12.2500000000    1.7304462466e-28   -1.1792324741e-28
  12.5000000000   -4.1228716783e-29   -4.3692374310e-28
  12.7500000000   -5.2775975615e-28   -7.3734021880e-29
  13.0000000000   -1.9506968357e-27   -2.6683627015e-28
  13.2500000000   -1.6779623111e-27    7.2700622564e-28
  13.5000000000   -3.4947850929e-27   -1.2016947716e-28
  13.7500000000   -2.3891286210e-27   -9.8488553571e-28
  14.0000000000   -1.6829257405e-27    1.5011169625e-27
  14.2500000000   -1.5382319616e-28   -1.4588287239e-28
  14.5000000000    1.6343296591e-27   -9.1710313549e-28
  14.7500000000    2.2355870316e-27   -1.1908187303e-27
  15.0000000000    4.0203460099e-27   -1.0058415639e-27
  15.2500000000    2.1221761968e-27    1.8359692977e-27
  15.5000000000    2.1152080000e-27    5.7235367766e-28
  15.7500000000    2.1643073146e-27   -7.2195441674e-28
  16.0000000000    1.5593887626e-28   -3.6994320460e-28
  16.2500000000   -2.4679371205e-28   -2.0388603119e-27
  16.5000000000   -2.6945957623e-27   -8.1868499159e-28
  16.7500000000   -2.0020076842e-27    2.0140708003e-27
  17.0000000000   -1.7829173476e-27   -2.1936962585e-27
  17.2500000000   -1.6275712916e-27    8.8863940234e-28
  17.5000000000   -6.4413534684e-28    1.3245728503e-27
  17.7500000000    1.7263575029e-27    2.0757970629e-27
  18.0000000000    4.8880711931e-27   -2.3615244459e-27
  18.2500000000    1.1740348709e-26   -1.0795030266e-27
  18.5000000000    9.1902578214e-27    5.3672202736e-28
  18.7500000000    6.3393151406e-27    4.0741235087e-29
  19.0000000000    2.6337418939e-27    1.4595340146e-27
  19.2500000000   -4.4612012665e-27   -4.6067990194e-27
  19.5000000000   -1.9903340172e-26   -7.6400507594e-27
  19.7500000000   -2.6119662566e-26    6.3363523828e-27
  20.0000000000   -3.0057965503e-26    3.1662813850e-27
  20.2500000000   -6.2096827456e-26    5.0064568464e-26
  20.5000000000   -1.1173314187e-25   -6.4545107512e-26
  20.7500000000   -1.2685656821e-25    2.2806004666e-27
  21.0000000000   -1.8600424327e-25   -2.3894453370e-27
  21.2500000000   -2.3771970380e-25   -3.1341664125e-26
  21.5000000000   -2.2384648787e-25   -6.8908068085e-26
  21.7500000000   -2.4590282792e-25    6.8958751085e-26
  22.0000000000   -1.5681283953e-25   -8.3045480479e-26
  22.2500000000   -8.6492815662e-26    2.8741463586e-26
  22.5000000000   -5.6330809405e-26    7.9137873762e-27
  22.7500000000   -6.6525438318e-26   -1.3142529661e-26
  23.0000000000   -1.3030083590e-25    7.1119731731e-26
  23.2500000000    7.4849184655e-29    5.8324634741e-27
  23.5000000000    3.0673471658e-26   -7.3751528575e-26
  23.7500000000    3.0006642881e-26   -5.9464460245e-27
  24.0000000000    1.4068653807e-26   -5.1998708440e-26
  24.2500000000   -3.5631785811e-26    3.5412974293e-27
  24.5000000000    5.7659400860e-26   -3.9467411994e-27
  24.7500000000   -6.1940096116e-26   -1.1689781847e-25
  25.0000000000   -1.1916214264e-25    2.3738992985e-26
  25.2500000000   -1.0216662985e-25   -6.3177162594e-27
  25.5000000000   -8.8146409665e-26   -4.5242053772e-26
  25.7500000000    2.2120332395e-27    3.4421184220e-26
  26.0000000000   -5.3929751972e-26    1.1487647607e-25
  26.2500000000   -4.9393748125e-27    7.6256413193e-26
  26.5000000000   -7.4766332973e-26    5.5718536449e-26
  26.7500000000   -5.2928933768e-26    2.2007288500e-26
  27.0000000000   -7.0951342842e-26   -5.3049347889e-26
  27.2500000000   -1.9792419144e-26   -6.3111791228e-26
  27.5000000000   -7.9526302600e-26    8.2071433542e-26
  27.7500000000    2.1581787147e-26   -5.3069075887e-26
  28.0000000000    1.4245405747e-26   -5.4338391784e-26
  28.2500000000   -1.3611560102e-26   -3.6977146561e-27
  28.5000000000   -2.8844886695e-26    4.8277701379e-26
  28.7500000000   -1.3404063061e-25    3.2913038801e-26
  29.0000000000   -1.7921484736e-26    3.2076256813e-26
  29.2500000000   -7.4474900923e-26   -1.7644959597e-26
  29.5000000000   -1.4722980173e-26    3.0487391368e-26
  29.7500000000   -6.4688758988e-26   -6.3061085557e-27
  30.0000000000    2.1036673864e-26   -1.1654110258e-26
  30.2500000000   -3.6594614190e-26   -6.3196461655e-26
  30.5000000000   -1.5842904428e-25   -1.1218832947e-25
  30.7500000000   -1.3005486654e-25   -9.9197431070e-26
  31.0000000000   -5.6333945729e-26   -1.0127653140e-25
  31.2500000000   -8.2944325075e-26   -1.6827337572e-27
  31.5000000000   -3.7683701621e-26   -6.8680354779e-26
  31.7500000000   -6.2478300490e-26   -6.6289847539e-27
  32.0000000000   -5.4999648988e-26   -1.2078704282e-25
  32.2500000000    2.2389156824e-26   -1.0680161612e-25
  32.5000000000   -6.2721081650e-26    6.8138069511e-26
  32.7500000000   -1.0168455026e-25   -4.2463315090e-26
  33.0000000000   -2.7531465998e-27   -3.3793771619e-26
  33.2500000000   -9.4664440771e-26    9.1052022396e-26
