#          time             L^2_Ham             L^2_Mom
   0.0000000000    3.9761916835e-06    3.8347788653e-06
   0.5000000000    1.2198869843e-06    3.8012550634e-06
   1.0000000000    1.0499872774e-06    3.7635235598e-06
   1.5000000000    9.0325455549e-07    3.7389954552e-06
   2.0000000000    7.7014408058e-07    3.7380093347e-06
   2.5000000000    6.5896100354e-07    3.7582603146e-06
   3.0000000000    5.9072019245e-07    3.7925403107e-06
   3.5000000000    5.5306612914e-07    3.8321258699e-06
   4.0000000000    5.3275872791e-07    3.8702889039e-06
   4.5000000000    5.1876776124e-07    3.9034029593e-06
   5.0000000000    5.0203768352e-07    3.9313011758e-06
   5.5000000000    4.8070874791e-07    3.9550887767e-06
   6.0000000000    4.5680560329e-07    3.9763759108e-06
   6.5000000000    4.3234012685e-07    3.9966219833e-06
   7.0000000000    4.0857708281e-07    4.0169811625e-06
   7.5000000000    3.8640378666e-07    4.0384454684e-06
   8.0000000000    3.6685431507e-07    4.0619172500e-06
   8.5000000000    3.4975791272e-07    4.0863170325e-06
   9.0000000000    3.3497785507e-07    4.1130738896e-06
   9.5000000000    3.2199686790e-07    4.1417903351e-06
  10.0000000000    3.1083963750e-07    4.1721654324e-06
  10.5000000000    3.0125016583e-07    4.2058943952e-06
  11.0000000000    2.9395163744e-07    4.2395051915e-06
  11.5000000000    2.8595560217e-07    4.2757029901e-06
  12.0000000000    2.8030289968e-07    4.3143201547e-06
  12.5000000000    2.7583903528e-07    4.3558018926e-06
  13.0000000000    2.7539986291e-07    4.3971829017e-06
  13.5000000000    2.7115682789e-07    4.4408340155e-06
  14.0000000000    2.7646549339e-07    4.4871495606e-06
  14.5000000000    2.7617147952e-07    4.5324382232e-06
  15.0000000000    2.7413363126e-07    4.5813548804e-06
  15.5000000000    2.7296418859e-07    4.6345197831e-06
  16.0000000000    2.7412912420e-07    4.6830878363e-06
  16.5000000000    2.8470295267e-07    4.7334691622e-06
  17.0000000000    3.0488519916e-07    4.7875405762e-06
  17.5000000000    3.0273043239e-07    4.8420245360e-06
  18.0000000000    2.9902423718e-07    4.8976189515e-06
  18.5000000000    2.9774512091e-07    4.9562135526e-06
  19.0000000000    2.9631522440e-07    5.0140327072e-06
  19.5000000000    2.9877364877e-07    5.0715614340e-06
  20.0000000000    3.0727060095e-07    5.1327216464e-06
  20.5000000000    2.8851659013e-07    5.1901191699e-06
  21.0000000000    2.8782129806e-07    5.2509357954e-06
  21.5000000000    2.9145460712e-07    5.3130620209e-06
  22.0000000000    2.9956047149e-07    5.3768342992e-06
  22.5000000000    3.0847321661e-07    5.4413816016e-06
  23.0000000000    3.1197804182e-07    5.5052058534e-06
  23.5000000000    3.1461594016e-07    5.5722106801e-06
  24.0000000000    3.1724262384e-07    5.6393715761e-06
  24.5000000000    3.2232276604e-07    5.7082310382e-06
  25.0000000000    3.2955411394e-07    5.7738211213e-06
  25.5000000000    3.3595795732e-07    5.8418736007e-06
  26.0000000000    3.3445664249e-07    5.9082783007e-06
  26.5000000000    3.2942491728e-07    5.9767620610e-06
  27.0000000000    3.3175775768e-07    6.0464779123e-06
  27.5000000000    3.3581333780e-07    6.1164839222e-06
  28.0000000000    3.4019926319e-07    6.1869133825e-06
  28.5000000000    3.4483420985e-07    6.2579077519e-06
  29.0000000000    3.4980337216e-07    6.3305150691e-06
  29.5000000000    3.5485551257e-07    6.4010531128e-06
  30.0000000000    3.6015208779e-07    6.4727835498e-06
  30.5000000000    3.6599268310e-07    6.5452767832e-06
  31.0000000000    3.7156123925e-07    6.6188634355e-06
  31.5000000000    3.7749628208e-07    6.6927265583e-06
  32.0000000000    3.8364452115e-07    6.7644339656e-06
  32.5000000000    3.9033582986e-07    6.8386735713e-06
  33.0000000000    3.9654393435e-07    6.9164794545e-06
  33.5000000000    4.0307763860e-07    6.9882317165e-06
  34.0000000000    4.0913357579e-07    7.0704896657e-06
  34.5000000000    4.1440678461e-07    7.1364335397e-06
  35.0000000000    4.2060283133e-07    7.2091530240e-06
  35.5000000000    4.2405771775e-07    7.2866626138e-06
  36.0000000000    4.2798881836e-07    7.3600960673e-06
  36.5000000000    4.3202155585e-07    7.4342360739e-06
  37.0000000000    4.3533751427e-07    7.5084010773e-06
  37.5000000000    4.3877438706e-07    7.5909159980e-06
  38.0000000000    4.4184635921e-07    7.6618967607e-06
